title,year,url,checkedcount,favouritecount,officialtoplistcount,usertoplistcount,akatitle,imdburl,checked,favorite,disliked,watchlist,owned
Bronson,2008,http://www.icheckmovies.com/movies/bronson/,8683,640,1,198,,http://www.imdb.com/title/tt1172570/,"2014-02-05 15:39:07",no,no,no,no
"Confessions of a Dangerous Mind",2002,http://www.icheckmovies.com/movies/confessions+of+a+dangerous+mind/,5271,235,0,137,,http://www.imdb.com/title/tt0270288/,"2014-01-26 19:40:26",no,no,no,no
"Safety Not Guaranteed",2012,http://www.icheckmovies.com/movies/safety+not+guaranteed/,7501,493,0,184,,http://www.imdb.com/title/tt1862079/,"2014-01-26 19:40:10",no,no,no,no
"Hamlet 2",2008,http://www.icheckmovies.com/movies/hamlet+2/,1346,50,0,38,,http://www.imdb.com/title/tt1104733/,"2014-01-26 19:40:01",no,no,no,no
"You're Next",2011,http://www.icheckmovies.com/movies/youre+next/,3857,186,1,197,,http://www.imdb.com/title/tt1853739/,"2014-01-17 15:23:12",no,no,no,no
"The Lone Ranger",2013,http://www.icheckmovies.com/movies/the+lone+ranger-2013/,8267,174,1,157,,http://www.imdb.com/title/tt1210819/,"2014-01-17 15:22:39",no,no,no,no
"Snow White and the Huntsman",2012,http://www.icheckmovies.com/movies/snow+white+and+the+huntsman/,15540,226,2,195,,http://www.imdb.com/title/tt1735898/,"2014-01-10 13:48:34",no,no,no,no
Mud,2012,http://www.icheckmovies.com/movies/mud/,8691,611,0,253,,http://www.imdb.com/title/tt1935179/,"2014-01-07 13:33:16",no,no,no,no
"The East",2013,http://www.icheckmovies.com/movies/the+east/,1580,79,0,64,,http://www.imdb.com/title/tt1869716/,"2014-01-05 07:31:40",no,no,no,no
"Oz the Great and Powerful",2013,http://www.icheckmovies.com/movies/oz+the+great+and+powerful/,10663,180,2,162,,http://www.imdb.com/title/tt1623205/,"2014-01-04 08:07:49",no,no,no,no
"Brooklyn's Finest",2009,http://www.icheckmovies.com/movies/brooklyns+finest/,1909,23,0,46,,http://www.imdb.com/title/tt1210042/,"2014-01-04 08:07:33",no,no,no,no
"Side Effects",2013,http://www.icheckmovies.com/movies/side+effects-2013/,7139,330,0,190,,http://www.imdb.com/title/tt2053463/,"2013-12-28 21:23:09",no,no,no,no
"Kick-Ass 2",2013,http://www.icheckmovies.com/movies/kick-ass+2/,9272,218,0,147,,http://www.imdb.com/title/tt1650554/,"2013-12-28 21:16:21",no,no,no,no
"Anchorman 2: The Legend Continues",2013,http://www.icheckmovies.com/movies/anchorman+2+the+legend+continues/,6759,153,2,124,,http://www.imdb.com/title/tt1229340/,"2013-12-23 15:29:19",no,no,no,no
"The Hobbit: The Desolation of Smaug",2013,http://www.icheckmovies.com/movies/the+hobbit+the+desolation+of+smaug/,27944,1192,2,400,,http://www.imdb.com/title/tt1170358/,"2013-12-16 18:02:28",no,no,no,no
"Jack Reacher",2012,http://www.icheckmovies.com/movies/jack+reacher/,9857,269,1,143,,http://www.imdb.com/title/tt0790724/,"2013-12-15 21:49:42",no,no,no,no
"Broken City",2013,http://www.icheckmovies.com/movies/broken+city/,1529,14,0,43,,http://www.imdb.com/title/tt1235522/,"2013-12-15 05:42:31",no,no,no,no
Flypaper,2011,http://www.icheckmovies.com/movies/flypaper-2011/,1115,37,0,30,,http://www.imdb.com/title/tt1541160/,"2013-12-15 05:42:17",no,no,no,no
Drácula,1931,http://www.icheckmovies.com/movies/dracula-1931-1/,1824,59,2,94,,http://www.imdb.com/title/tt0021815/,"2013-12-12 22:30:51",no,no,no,no
"The Fog",1980,http://www.icheckmovies.com/movies/the+fog/,7483,228,3,254,,http://www.imdb.com/title/tt0080749/,"2013-12-12 22:12:02",no,no,no,no
Cujo,1983,http://www.icheckmovies.com/movies/cujo/,5234,86,1,118,,http://www.imdb.com/title/tt0085382/,"2013-12-12 22:10:53",no,no,no,no
"Hansel & Gretel: Witch Hunters",2013,http://www.icheckmovies.com/movies/hansel+and+gretel+witch+hunters/,7688,154,1,131,,http://www.imdb.com/title/tt1428538/,"2013-12-12 19:40:53",no,no,no,no
"Kung Fu Panda 2",2011,http://www.icheckmovies.com/movies/kung+fu+panda+2/,21947,569,2,221,,http://www.imdb.com/title/tt1302011/,"2013-12-10 19:30:20",no,no,no,no
"In Time",2011,http://www.icheckmovies.com/movies/in+time/,13292,490,1,142,,http://www.imdb.com/title/tt1637688/,"2013-12-10 19:29:59",no,no,no,no
Oldboy,2013,http://www.icheckmovies.com/movies/oldboy/,2031,38,0,57,,http://www.imdb.com/title/tt1321511/,"2013-11-27 20:07:28",no,no,no,no
"Life of Pi",2012,http://www.icheckmovies.com/movies/life+of+pi/,35793,2288,5,549,,http://www.imdb.com/title/tt0454876/,"2013-11-26 19:57:52",no,no,yes,no
"The Hunger Games: Catching Fire",2013,http://www.icheckmovies.com/movies/the+hunger+games+catching+fire/,28417,1175,2,365,,http://www.imdb.com/title/tt1951264/,"2013-11-26 19:57:45",no,no,no,no
"The Pacifier",2005,http://www.icheckmovies.com/movies/the+pacifier/,6826,88,2,61,,http://www.imdb.com/title/tt0395699/,"2013-11-14 17:42:18",no,no,no,no
"The Santa Clause 2",2002,http://www.icheckmovies.com/movies/the+santa+clause+2/,5184,44,2,70,,http://www.imdb.com/title/tt0304669/,"2013-11-14 17:42:03",no,no,no,no
"102 Dalmatians",2000,http://www.icheckmovies.com/movies/102+dalmatians/,6351,24,1,49,,http://www.imdb.com/title/tt0211181/,"2013-11-14 17:41:46",no,no,no,no
Flubber,1997,http://www.icheckmovies.com/movies/flubber/,15094,136,2,85,,http://www.imdb.com/title/tt0119137/,"2013-11-14 17:41:26",no,no,no,no
"George of the Jungle",1997,http://www.icheckmovies.com/movies/george+of+the+jungle/,12261,148,3,62,,http://www.imdb.com/title/tt0119190/,"2013-11-14 17:41:24",no,no,no,no
"Jungle 2 Jungle",1997,http://www.icheckmovies.com/movies/jungle+2+jungle/,3399,37,0,46,,http://www.imdb.com/title/tt0119432/,"2013-11-14 17:41:19",no,no,no,no
"First Kid",1996,http://www.icheckmovies.com/movies/first+kid/,899,6,0,25,,http://www.imdb.com/title/tt0116311/,"2013-11-14 17:41:15",no,no,no,no
"Homeward Bound II: Lost in San Francisco",1996,http://www.icheckmovies.com/movies/homeward+bound+ii+lost+in+san+francisco/,2429,36,0,34,,http://www.imdb.com/title/tt0116552/,"2013-11-14 17:41:13",no,no,no,no
"The Big Green",1995,http://www.icheckmovies.com/movies/the+big+green/,894,14,0,30,,http://www.imdb.com/title/tt0112499/,"2013-11-14 17:41:06",no,no,no,no
"A Kid in King Arthur's Court",1995,http://www.icheckmovies.com/movies/a+kid+in+king+arthurs+court/,1079,11,0,27,,http://www.imdb.com/title/tt0113538/,"2013-11-14 17:41:04",no,no,no,no
"Operation Dumbo Drop",1995,http://www.icheckmovies.com/movies/operation+dumbo+drop/,1012,6,0,30,,http://www.imdb.com/title/tt0114048/,"2013-11-14 17:40:59",no,no,no,no
"Man of the House",1995,http://www.icheckmovies.com/movies/man+of+the+house-1995-1/,882,13,0,31,,http://www.imdb.com/title/tt0113755/,"2013-11-14 17:40:58",no,no,no,no
"The Jungle Book",1994,http://www.icheckmovies.com/movies/the+jungle+book-1994-1/,3109,37,0,36,,http://www.imdb.com/title/tt0110213/,"2013-11-14 17:40:40",no,no,no,no
"Blank Check",1994,http://www.icheckmovies.com/movies/blank+check/,2216,24,0,33,"Blank Cheque",http://www.imdb.com/title/tt0109287/,"2013-11-14 17:40:27",no,no,no,no
"The Three Musketeers",1993,http://www.icheckmovies.com/movies/the+three+musketeers/,5407,123,1,61,,http://www.imdb.com/title/tt0108333/,"2013-11-14 17:40:22",no,no,no,no
"Cool Runnings",1993,http://www.icheckmovies.com/movies/cool+runnings/,11045,444,1,136,,http://www.imdb.com/title/tt0106611/,"2013-11-14 17:40:06",no,no,no,no
"Hocus Pocus",1993,http://www.icheckmovies.com/movies/hocus+pocus/,11136,546,1,130,,http://www.imdb.com/title/tt0107120/,"2013-11-14 17:40:05",no,no,no,no
"Homeward Bound: The Incredible Journey",1993,http://www.icheckmovies.com/movies/homeward+bound+the+incredible+journey/,6867,203,0,105,,http://www.imdb.com/title/tt0107131/,"2013-11-14 17:40:00",no,no,no,no
"Honey, I Blew Up the Kid",1992,http://www.icheckmovies.com/movies/honey+i+blew+up+the+kid/,5730,35,0,51,,http://www.imdb.com/title/tt0104437/,"2013-11-14 17:39:57",no,no,no,no
Newsies,1992,http://www.icheckmovies.com/movies/newsies/,1624,76,0,69,"The News Boys",http://www.imdb.com/title/tt0104990/,"2013-11-14 17:39:56",no,no,no,no
"The Rescuers Down Under",1990,http://www.icheckmovies.com/movies/the+rescuers+down+under/,12893,244,0,104,,http://www.imdb.com/title/tt0100477/,"2013-11-14 17:39:23",no,no,no,no
"Oliver & Company",1988,http://www.icheckmovies.com/movies/oliver+and+company/,13858,291,1,110,,http://www.imdb.com/title/tt0095776/,"2013-11-14 17:39:17",no,no,no,no
"The Love Bug",1968,http://www.icheckmovies.com/movies/the+love+bug/,1712,39,2,77,,http://www.imdb.com/title/tt0064603/,"2013-11-14 17:37:37",no,no,no,no
Popeye,1980,http://www.icheckmovies.com/movies/popeye/,2802,47,1,86,,http://www.imdb.com/title/tt0081353/,"2013-11-14 17:36:15",no,no,no,no
"Herbie Goes Bananas",1980,http://www.icheckmovies.com/movies/herbie+goes+bananas/,837,11,0,27,,http://www.imdb.com/title/tt0080861/,"2013-11-14 17:35:52",no,no,no,no
"Freaky Friday",1976,http://www.icheckmovies.com/movies/freaky+friday-1976/,2042,39,2,66,,http://www.imdb.com/title/tt0076054/,"2013-11-14 17:35:16",no,no,no,no
"The Shaggy D.A.",1976,http://www.icheckmovies.com/movies/the+shaggy+d.a./,229,3,0,23,,http://www.imdb.com/title/tt0075200/,"2013-11-14 17:34:44",no,no,no,no
"Escape to Witch Mountain",1975,http://www.icheckmovies.com/movies/escape+to+witch+mountain/,1045,23,0,44,,http://www.imdb.com/title/tt0072951/,"2013-11-14 17:34:22",no,no,no,no
"Herbie Rides Again",1974,http://www.icheckmovies.com/movies/herbie+rides+again/,1313,18,1,44,,http://www.imdb.com/title/tt0071607/,"2013-11-14 17:33:56",no,no,no,no
"Robin Hood",1973,http://www.icheckmovies.com/movies/robin+hood-1973/,32657,1052,2,228,,http://www.imdb.com/title/tt0070608/,"2013-11-14 17:33:54",no,no,no,no
"Bedknobs and Broomsticks",1971,http://www.icheckmovies.com/movies/bedknobs+and+broomsticks/,4241,172,0,123,,http://www.imdb.com/title/tt0066817/,"2013-11-14 17:33:30",no,no,no,no
"The AristoCats",1970,http://www.icheckmovies.com/movies/the+aristocats/,33751,941,1,195,"The Aristocats",http://www.imdb.com/title/tt0065421/,"2013-11-14 17:33:24",no,no,no,no
"Babes in Toyland",1961,http://www.icheckmovies.com/movies/babes+in+toyland-1961/,484,9,0,51,,http://www.imdb.com/title/tt0054649/,"2013-11-14 17:31:56",no,no,no,no
"The Parent Trap",1961,http://www.icheckmovies.com/movies/the+parent+trap-1961/,3381,93,0,98,,http://www.imdb.com/title/tt0055277/,"2013-11-14 17:31:50",no,no,no,no
"The Absent Minded Professor",1961,http://www.icheckmovies.com/movies/the+absent+minded+professor/,825,23,0,66,,http://www.imdb.com/title/tt0054594/,"2013-11-14 17:31:34",no,no,no,no
"Swiss Family Robinson",1960,http://www.icheckmovies.com/movies/swiss+family+robinson/,3056,101,3,87,,http://www.imdb.com/title/tt0054357/,"2013-11-14 17:31:08",no,no,no,no
"The Shaggy Dog",1959,http://www.icheckmovies.com/movies/the+shaggy+dog/,565,11,0,34,,http://www.imdb.com/title/tt0053271/,"2013-11-14 17:30:58",no,no,no,no
"Old Yeller",1957,http://www.icheckmovies.com/movies/old+yeller/,1888,60,2,100,,http://www.imdb.com/title/tt0050798/,"2013-11-14 17:30:39",no,no,no,no
"Lady and the Tramp",1955,http://www.icheckmovies.com/movies/lady+and+the+tramp/,39893,794,3,278,,http://www.imdb.com/title/tt0048280/,"2013-11-14 17:30:29",no,no,no,no
"Peter Pan",1953,http://www.icheckmovies.com/movies/peter+pan-1953/,38951,781,2,267,,http://www.imdb.com/title/tt0046183/,"2013-11-14 17:30:21",no,no,no,no
"Thor: The Dark World",2013,http://www.icheckmovies.com/movies/thor+the+dark+world/,20053,500,2,316,,http://www.imdb.com/title/tt1981115/,"2013-11-08 06:44:25",no,no,no,no
"21 & Over",2013,http://www.icheckmovies.com/movies/21+and+over/,2744,55,0,43,,http://www.imdb.com/title/tt1711425/,"2013-11-08 01:32:10",no,no,no,no
"Night of the Living Dead",1968,http://www.icheckmovies.com/movies/night+of+the+living+dead/,27007,1595,19,797,,http://www.imdb.com/title/tt0063350/,"2013-11-05 23:01:29",no,no,no,no
"2001: A Space Odyssey",1968,http://www.icheckmovies.com/movies/2001+a+space+odyssey/,67608,7816,42,1657,,http://www.imdb.com/title/tt0062622/,"2013-11-05 20:21:10",no,no,yes,no
"Wreck-It Ralph",2012,http://www.icheckmovies.com/movies/wreck-it+ralph/,28673,1795,2,368,,http://www.imdb.com/title/tt1772341/,"2013-11-04 23:23:36",no,no,no,no
"Escape Plan",2013,http://www.icheckmovies.com/movies/escape+plan/,4556,115,0,92,,http://www.imdb.com/title/tt1211956/,"2013-10-28 16:41:26",no,no,no,no
"The Thing",2011,http://www.icheckmovies.com/movies/the+thing-2011-1/,4536,86,0,112,,http://www.imdb.com/title/tt0905372/,"2013-10-22 06:11:31",no,no,no,no
"An American Werewolf in Paris",1997,http://www.icheckmovies.com/movies/an+american+werewolf+in+paris/,1497,27,0,48,"American Werewolf 2",http://www.imdb.com/title/tt0118604/,"2013-10-18 04:49:39",no,no,no,no
"North by Northwest",1959,http://www.icheckmovies.com/movies/north+by+northwest/,34572,3391,26,1015,,http://www.imdb.com/title/tt0053125/,"2013-10-17 19:05:25",no,no,yes,no
"Bride of Monster Mania",2000,http://www.icheckmovies.com/movies/bride+of+monster+mania/,7,0,0,4,,http://www.imdb.com/title/tt0289098/,"2013-10-16 22:55:42",no,no,no,no
"Monster Mania",1997,http://www.icheckmovies.com/movies/monster+mania/,10,2,0,1,,http://www.imdb.com/title/tt0297292/,"2013-10-16 22:55:26",no,no,no,no
"Stake Land",2010,http://www.icheckmovies.com/movies/stake+land/,1697,69,1,114,,http://www.imdb.com/title/tt1464580/,"2013-10-16 20:36:06",no,no,no,no
"Bullet to the Head",2012,http://www.icheckmovies.com/movies/bullet+to+the+head/,1172,10,0,38,,http://www.imdb.com/title/tt1308729/,"2013-10-14 15:13:42",no,no,no,no
"The Last Stand",2013,http://www.icheckmovies.com/movies/the+last+stand-2013/,3378,62,0,80,,http://www.imdb.com/title/tt1549920/,"2013-10-14 15:13:30",no,no,no,no
"The Master",2012,http://www.icheckmovies.com/movies/the+master-2012/,13602,1074,6,532,,http://www.imdb.com/title/tt1560747/,"2013-10-14 15:13:10",no,no,no,no
"A Good Day to Die Hard",2013,http://www.icheckmovies.com/movies/a+good+day+to+die+hard/,7875,65,1,95,,http://www.imdb.com/title/tt1606378/,"2013-10-11 22:53:16",no,no,no,no
"Cowboys & Aliens",2011,http://www.icheckmovies.com/movies/cowboys+and+aliens/,10753,139,1,113,,http://www.imdb.com/title/tt0409847/,"2013-10-10 17:19:47",no,no,no,no
"Flight of the Phoenix",2004,http://www.icheckmovies.com/movies/flight+of+the+phoenix/,1991,30,0,23,,http://www.imdb.com/title/tt0377062/,"2013-10-10 17:19:27",no,no,no,no
Flight,2012,http://www.icheckmovies.com/movies/flight-2012-1/,10144,366,0,201,,http://www.imdb.com/title/tt1907668/,"2013-10-10 17:19:17",no,no,no,no
V/H/S/2,2013,http://www.icheckmovies.com/movies/vslashhslashsslash2/,2055,58,0,116,,http://www.imdb.com/title/tt2450186/,"2013-10-09 16:29:39",no,no,no,no
"Runner Runner",2013,http://www.icheckmovies.com/movies/runner+runner/,1403,15,0,30,,http://www.imdb.com/title/tt2364841/,"2013-10-05 21:21:18",no,no,no,no
"Pretty in Pink",1986,http://www.icheckmovies.com/movies/pretty+in+pink/,8372,399,2,170,,http://www.imdb.com/title/tt0091790/,"2013-10-03 17:07:38",no,no,no,no
"Olympus Has Fallen",2013,http://www.icheckmovies.com/movies/olympus+has+fallen/,6266,139,1,107,,http://www.imdb.com/title/tt2302755/,"2013-09-28 07:44:51",no,no,no,no
"Metallica Through the Never",2013,http://www.icheckmovies.com/movies/metallica+through+the+never/,573,19,0,27,,http://www.imdb.com/title/tt2172935/,"2013-09-27 18:32:11",no,no,no,no
"Pain & Gain",2013,http://www.icheckmovies.com/movies/pain+and+gain/,5222,162,0,105,,http://www.imdb.com/title/tt1980209/,"2013-09-27 18:29:45",no,no,no,no
"Evil Dead",2013,http://www.icheckmovies.com/movies/evil+dead/,5956,241,1,204,,http://www.imdb.com/title/tt1288558/,"2013-09-27 18:29:41",no,no,no,no
"Now You See Me",2013,http://www.icheckmovies.com/movies/now+you+see+me/,20047,938,1,224,,http://www.imdb.com/title/tt1670345/,"2013-09-27 18:28:44",no,no,no,no
"127 Hours",2010,http://www.icheckmovies.com/movies/127+hours/,40432,2114,2,342,,http://www.imdb.com/title/tt1542344/,"2013-09-18 19:32:16",no,no,no,no
"Zero Dark Thirty",2012,http://www.icheckmovies.com/movies/zero+dark+thirty/,15506,739,7,469,,http://www.imdb.com/title/tt1790885/,"2013-09-16 23:50:01",no,no,no,no
Eden,2012,http://www.icheckmovies.com/movies/eden-2012-1/,226,8,0,13,,http://www.imdb.com/title/tt1734433/,"2013-09-12 17:16:49",no,no,no,no
Parker,2013,http://www.icheckmovies.com/movies/parker/,2468,30,0,41,,http://www.imdb.com/title/tt1904996/,"2013-09-12 17:15:27",no,no,no,no
"The ABCs of Death",2012,http://www.icheckmovies.com/movies/the+abcs+of+death/,1280,27,0,103,,http://www.imdb.com/title/tt1935896/,"2013-09-11 22:36:02",no,no,no,no
"Alice in Wonderland",2010,http://www.icheckmovies.com/movies/alice+in+wonderland-2010/,63501,1216,3,335,,http://www.imdb.com/title/tt1014759/,"2013-09-06 21:23:37",no,no,no,no
"Fright Night",2011,http://www.icheckmovies.com/movies/fright+night-2011-1/,5376,156,0,124,,http://www.imdb.com/title/tt1438176/,"2013-09-04 06:44:20",no,no,no,no
"This Is 40",2012,http://www.icheckmovies.com/movies/this+is+40/,5550,113,0,111,,http://www.imdb.com/title/tt1758830/,"2013-08-23 23:51:16",no,no,no,no
"The World's End",2013,http://www.icheckmovies.com/movies/the+worlds+end/,13540,784,1,324,,http://www.imdb.com/title/tt1213663/,"2013-08-23 14:42:11",no,no,no,no
"Seven Psychopaths",2012,http://www.icheckmovies.com/movies/seven+psychopaths/,12864,1102,0,258,,http://www.imdb.com/title/tt1931533/,"2013-08-15 13:59:58",no,no,no,no
"The Hobbit: An Unexpected Journey",2012,http://www.icheckmovies.com/movies/the+hobbit+an+unexpected+journey/,46106,2491,2,526,,http://www.imdb.com/title/tt0903624/,"2013-08-14 05:24:36",no,no,yes,no
"Premium Rush",2012,http://www.icheckmovies.com/movies/premium+rush/,4546,138,0,70,,http://www.imdb.com/title/tt1547234/,"2013-08-13 05:21:32",no,no,no,no
Elysium,2013,http://www.icheckmovies.com/movies/elysium/,13359,288,1,194,,http://www.imdb.com/title/tt1535108/,"2013-08-09 07:27:07",no,no,no,no
"The Conjuring",2013,http://www.icheckmovies.com/movies/the+conjuring/,15127,760,3,384,,http://www.imdb.com/title/tt1457767/,"2013-08-09 07:26:58",no,no,no,no
"Harry Potter and the Goblet of Fire",2005,http://www.icheckmovies.com/movies/harry+potter+and+the+goblet+of+fire/,88762,2810,4,555,,http://www.imdb.com/title/tt0330373/,"2013-08-09 07:26:47",no,no,no,no
"Harry Potter and the Prisoner of Azkaban",2004,http://www.icheckmovies.com/movies/harry+potter+and+the+prisoner+of+azkaban/,95435,4046,9,673,,http://www.imdb.com/title/tt0304141/,"2013-08-07 20:09:04",no,no,no,no
"Harry Potter and the Sorcerer's Stone",2001,http://www.icheckmovies.com/movies/harry+potter+and+the+sorcerers+stone/,97201,3312,5,657,,http://www.imdb.com/title/tt0241527/,"2013-08-07 20:09:02",no,no,no,no
"American Reunion",2012,http://www.icheckmovies.com/movies/american+reunion/,10904,218,1,105,,http://www.imdb.com/title/tt1605630/,"2013-08-07 20:04:13",no,no,no,no
"RED 2",2013,http://www.icheckmovies.com/movies/red+2/,4327,116,0,96,,http://www.imdb.com/title/tt1821694/,"2013-08-06 23:07:18",no,no,no,no
Rampage,2009,http://www.icheckmovies.com/movies/rampage/,701,28,0,28,,http://www.imdb.com/title/tt1337057/,"2013-08-05 03:19:35",no,no,no,no
"Pacific Rim",2013,http://www.icheckmovies.com/movies/pacific+rim/,18964,1103,1,290,,http://www.imdb.com/title/tt1663662/,"2013-08-02 03:36:16",no,no,no,no
"The Wolverine",2013,http://www.icheckmovies.com/movies/the+wolverine/,15706,314,2,198,,http://www.imdb.com/title/tt1430132/,"2013-07-31 04:49:05",no,no,no,no
"Only God Forgives",2013,http://www.icheckmovies.com/movies/only+god+forgives/,5891,324,1,235,,http://www.imdb.com/title/tt1602613/,"2013-07-31 04:48:56",no,no,no,no
"Men in Black 3",2012,http://www.icheckmovies.com/movies/men+in+black+3/,21372,454,2,210,,http://www.imdb.com/title/tt1409024/,"2013-07-03 18:35:32",no,no,no,no
"Harry Potter and the Chamber of Secrets",2002,http://www.icheckmovies.com/movies/harry+potter+and+the+chamber+of+secrets/,90758,2622,3,533,,http://www.imdb.com/title/tt0295297/,"2013-07-03 18:35:22",no,no,no,no
"Hit and Run",2012,http://www.icheckmovies.com/movies/hit+and+run-2012-1/,1015,28,0,34,,http://www.imdb.com/title/tt2097307/,"2013-06-28 06:41:36",no,no,no,no
